web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image labels,REPLACED_LABELS,"Team, sport, group activities","Enviromental attributes (recreational, fun, activities)","Product, brand attributes","Face, Skin, human expressions",goal,Raised,people,time,updates,updates-href,createdby,today,days,shares,people
1543705131-200,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/daves-30th-birthday,https://d2g8igdw686xgo.cloudfront.net/31716826_1532867578892508_r.jpeg,people community family recreation product vehicle,people community  people  recreation product vehicle,0.006493506,0.980519481,0.006493506,0.006493506,254,368,13,Raised by 13 people in 4 months,1,https://www.gofundme.com/daves-30th-birthday#updates,29-Jul-18,5-Dec-18,128,75,1
1543706907-831,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/GooniesNHTI,https://d2g8igdw686xgo.cloudfront.net/31732264_1536270074358058_r.jpg,pink day child toddler tree girl happiness pattern play friendship,pink day  people   people  tree  people  happiness pattern play friendship,0.008064516,0.008064516,0.411290323,0.572580645,2000,2000,29,Raised by 29 people in 4 months,0,,29-Jul-18,5-Dec-18,128,252,1
1543706896-827,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/brad-stein-memorial-run-for-charity,,#N/A,#N/A, , , , ,5000,5000,41,Raised by 41 people in 4 months,14,https://www.gofundme.com/brad-stein-memorial-run-for-charity#updates,26-Jul-18,5-Dec-18,131,211,0
1543707321-984,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/sea-paddle-nyc,https://d2g8igdw686xgo.cloudfront.net/31650008_1533744597809994_r.jpeg,sky water sunset horizon calm sunrise sea shore evening morning,sky water sunset horizon calm sunrise sea shore evening morning,0.015625,0.015625,0.953125,0.015625,2500,2500,38,Raised by 38 people in 4 months,0,,26-Jul-18,5-Dec-18,131,47,0
1543707048-884,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/24-hour-bo4-charity-stream,https://d2g8igdw686xgo.cloudfront.net/31628714_1532559797403241_r.jpeg,social group community event senior citizen ceremony official formal wear,social group community event senior citizen ceremony official formal wear,0.25,0.737804878,0.006097561,0.006097561,1000,540,20,Raised by 20 people in 4 months,0,,25-Jul-18,5-Dec-18,132,27,0
1543705018-167,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-skydive-for-aarons-battle,https://d2g8igdw686xgo.cloudfront.net/31624814_1532602534177969_r.jpg,yellow text clip art font line sign area product graphics flower,yellow text c people  art font line sign area product graphics flower,0.009615385,0.009615385,0.009615385,0.971153846,762,235,19,Raised by 19 people in 4 months,2,https://www.gofundme.com/charity-skydive-for-aarons-battle#updates,25-Jul-18,5-Dec-18,132,60,1
1543705208-224,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/leeds-in-mind-charity-fashion-show,https://d2g8igdw686xgo.cloudfront.net/31612272_15370162357524_r.jpeg,text graphic design advertising font poster graphics brand,text graphic design advertising font poster graphics brand,0.971153846,0.009615385,0.009615385,0.009615385,2540,1552,27,Raised by 27 people in 4 months,0,,25-Jul-18,5-Dec-18,132,131,0
1543706178-555,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/nfx4gf-charity-skydive-for-breast-cancer,https://d2g8igdw686xgo.cloudfront.net/31584032_1532434066819033_r.jpeg,photograph black and white text monochrome photography monochrome font design history pattern newsprint,photograph black and white text monochrome photography monochrome font design history pattern newsprint,0.007462687,0.007462687,0.007462687,0.97761194,565,261,118,Raised by 118 people in 4 months,0,,24-Jul-18,5-Dec-18,133,365,0
1543704991-159,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/vietnam-charity,https://d2g8igdw686xgo.cloudfront.net/31527338_1532246422618550_r.jpeg,t shirt community fun product girl smile recreation,t shirt community fun product  people   people  recreation,0.981707317,0.006097561,0.006097561,0.006097561,1000,1011,13,Raised by 13 people in 4 months,0,,22-Jul-18,5-Dec-18,135,53,1
1543705460-299,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/reading2luton-charitybikeride,https://d2g8igdw686xgo.cloudfront.net/31509056_153268504194457_r.jpeg,blue text font graphic design line area advertising product banner graphics,blue text font graphic design line area advertising product banner graphics,0.00877193,0.00877193,0.00877193,0.973684211,1905,1791,29,Raised by 29 people in 4 months,0,,21-Jul-18,5-Dec-18,136,2,0
1543705156-208,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/ccrgv-unites-children-and-parents,https://d2g8igdw686xgo.cloudfront.net/31502798_1532191038277180_r.jpeg,interaction girl,interaction  people ,0,0,0,0,50000,2625,34,Raised by 34 people in 4 months,0,,21-Jul-18,5-Dec-18,136,420,1
1543704620-47,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/mourning-our-mother-barbara-johnson,https://d2g8igdw686xgo.cloudfront.net/31491214_1532114027123044_r.jpeg,people social group youth friendship fun product recreation tree girl car,people social group youth friendship fun product recreation tree  people   vehicle ,0.925287356,0.005747126,0.005747126,0.063218391,5000,1965,30,Raised by 30 people in 4 months,1,https://www.gofundme.com/mourning-our-mother-barbara-johnson#updates,20-Jul-18,5-Dec-18,137,281,1
1543706596-715,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/refugeecommunitykitchen,https://d2g8igdw686xgo.cloudfront.net/31483308_1532161235724866_r.jpg,text font logo product graphic design brand graphics symbol,text font logo product graphic design brand graphics symbol,0.982758621,0.005747126,0.005747126,0.005747126,4445,14040,89,Raised by 89 people in 4 months,0,,20-Jul-18,5-Dec-18,137,30,0
1543706775-784,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/skydiving-for-the-beatson-charity,https://d2g8igdw686xgo.cloudfront.net/31495258_1532122623195541_r.jpeg,eyebrow head forehead cheek selfie neck ear, people   people   people   people  selfie neck ear,0.009615385,0.009615385,0.682692308,0.298076923,635,993,55,Raised by 55 people in 4 months,1,https://www.gofundme.com/skydiving-for-the-beatson-charity#updates,20-Jul-18,5-Dec-18,137,519,1
1543707082-896,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/faa8y-walk-for-charity,https://d2g8igdw686xgo.cloudfront.net/31487480_1532105780896254_r.jpeg,social group team youth community recreation fun,social group team youth community recreation fun,0.447368421,0.00877193,0.00877193,0.535087719,635,650,32,Raised by 32 people in 4 months,0,,20-Jul-18,5-Dec-18,137,109,0
1543705091-189,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/jodys-skydive-for-ambers-law,https://d2g8igdw686xgo.cloudfront.net/24946124_1533403564106205_r.jpeg,pink skin text purple beauty violet nose lilac font product,pink skin text purple beauty violet  people  lilac font product,0.009615385,0.009615385,0.009615385,0.971153846,254,292,18,Raised by 18 people in 4 months,0,,18-Jul-18,5-Dec-18,139,173,1
1543705887-450,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/v248m4-ncs-charity-walk,https://d2g8igdw686xgo.cloudfront.net/31421662_1531911490843045_r.jpg,social group crowd youth audience recreation fun tourism event product girl,social group crowd youth audience recreation fun tourism event product  people ,0.184210526,0.00877193,0.096491228,0.710526316,381,356,21,Raised by 21 people in 4 months,0,,18-Jul-18,5-Dec-18,139,85,1
1543704749-86,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/ggydr-ncs-charity-walk,https://d2g8igdw686xgo.cloudfront.net/31424846_1531922563232227_r.jpeg,social group youth community team student recreation fun high school,social group youth community team student recreation fun high school,0.00877193,0.00877193,0.00877193,0.973684211,889,279,10,Raised by 10 people in 4 months,0,,18-Jul-18,5-Dec-18,139,27,0
1543706857-815,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/cutsundayshair,,#N/A,#N/A, , , , ,3500,3185,67,Raised by 67 people in 4 months,0,,17-Jul-18,5-Dec-18,140,69,0
1543706792-790,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/if-patient-support-research,https://d2g8igdw686xgo.cloudfront.net/31393110_1532208357960960_r.jpg,property room furniture floor table flooring desk office real estate window,property room furniture floor table flooring desk office real estate window,0.00877193,0.00877193,0.710526316,0.271929825,1905,2070,73,Raised by 73 people in 4 months,0,,17-Jul-18,5-Dec-18,140,168,0
1543706065-512,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/dakupa-love-and-support,https://d2g8igdw686xgo.cloudfront.net/31396530_153184348270765_r.jpeg,0,0, , , , ,7000,1275,15,Raised by 15 people in 4 months,0,,17-Jul-18,5-Dec-18,140,132,0
1543706198-562,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/c48ap-support-for-charity,https://d2g8igdw686xgo.cloudfront.net/31396760_1531880298990055_r.jpeg,child cheek toddler product girl finger infant bedtime smile, people   people   people  product  people  finger infant bedtime  people ,0.006097561,0.006097561,0.006097561,0.981707317,30000,8580,98,Raised by 98 people in 4 months,0,,17-Jul-18,5-Dec-18,140,473,1
1543704565-33,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/ncs-willow-charity,https://d2g8igdw686xgo.cloudfront.net/31357676_153191127788295_r.jpg,facial expression collage album cover product art smile fun girl photomontage laughter, people  expression collage album cover product art  people  fun  people  photomontage laughter,0.00877193,0.00877193,0.973684211,0.00877193,446,508,20,Raised by 20 people in 4 months,0,,16-Jul-18,5-Dec-18,141,17,1
1543705297-251,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-cooper-medical-exspenses,https://d2g8igdw686xgo.cloudfront.net/31342374_1531685559577877_r.jpeg,hair human hair color skin blond nose vertebrate girl hairstyle cheek eye, ﻿people   people   ﻿people  color skin blond  people  vertebrate  people   ﻿people style  people  eye,0.00877193,0.184210526,0.00877193,0.798245614,10000,2675,12,Raised by 12 people in 4 months,1,https://www.gofundme.com/charity-cooper-medical-exspenses#updates,15-Jul-18,5-Dec-18,142,66,1
1543704499-13,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-runner-tokyo-marathon,https://d2g8igdw686xgo.cloudfront.net/31292602_1531590374114946_r.jpeg,endurance sports triathlon athlete sports race product duathlon recreation athletics competition,endurance sports triathlon athlete sports race product duathlon recreation athletics competition,0.009615385,0.009615385,0.971153846,0.009615385,1016,1105,38,Raised by 38 people in 4 months,0,,14-Jul-18,5-Dec-18,143,185,0
1543705669-374,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/chustins-charity-for-rent,https://d2g8igdw686xgo.cloudfront.net/31311948_1531583506129660_r.jpeg,eyewear photo caption glasses vision care cool sunglasses, glasses  photo caption glasses vision  vehicle e cool sunglasses,0.00877193,0.973684211,0.00877193,0.00877193,500,210,10,Raised by 10 people in 4 months,0,,14-Jul-18,5-Dec-18,143,44,0
1543706936-842,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/CNSxADL18,https://d2g8igdw686xgo.cloudfront.net/31326630_1531622670602891_r.jpeg,bicycle mode of transport road bicycle bicycle accessory mountain bike cycling vehicle hybrid bicycle motor vehicle sports equipment,bicycle mode of transport road bicycle bicycle accessory mountain bike cycling vehicle hybrid bicycle motor vehicle sports equipment,0.007462687,0.007462687,0.007462687,0.97761194,2540,1328,55,Raised by 55 people in 4 months,0,,14-Jul-18,5-Dec-18,143,251,0
1543704920-138,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/conquering-stok-kangri-for-cancer,https://d2g8igdw686xgo.cloudfront.net/31276376_1531483975657243_r.jpeg,outdoor recreation adventure tree recreation walking plant adventure racing grass race,outdoor recreation adventure tree recreation walking plant adventure racing grass race,0.096491228,0.885964912,0.00877193,0.00877193,3500,3660,50,Raised by 50 people in 4 months,2,https://www.gofundme.com/conquering-stok-kangri-for-cancer#updates,13-Jul-18,5-Dec-18,144,192,0
1543705067-182,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/qhhwy-charity-sky-dive,https://d2g8igdw686xgo.cloudfront.net/31278664_1531490732548588_r.jpeg,people senior citizen family child grandparent product father fun smile toddler,people senior citizen  people   people  grandparent product father fun  people   people ,0.885964912,0.096491228,0.00877193,0.00877193,1270,959,25,Raised by 25 people in 4 months,0,,13-Jul-18,5-Dec-18,144,158,1
1543705752-406,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/7yzyxa-charity-boxing-match,https://d2g8igdw686xgo.cloudfront.net/31275488_1531477018146969_r.jpeg,yellow human hair color blond chin girl mouth black hair muscle arm long hair,yellow  people   ﻿people  color blond  people   people  mouth black  ﻿people  muscle arm long  ﻿people ,0.018518519,0.018518519,0.944444444,0.018518519,127,273,17,Raised by 17 people in 4 months,0,,13-Jul-18,5-Dec-18,144,53,1
1543704740-83,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/beat-kylie-to-100-million,https://d2g8igdw686xgo.cloudfront.net/31281806_1531499405898626_r.jpeg,eyebrow chin magazine forehead album cover advertising product film brand, people   people  magazine  people  album cover advertising product film brand,0.007462687,0.007462687,0.007462687,0.97761194,100.0M,220,10,Raised by 10 people in 4 months,0,,13-Jul-18,5-Dec-18,144,46,1
1543705341-264,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/sponsor-our-walk-for-cancer,https://d2g8igdw686xgo.cloudfront.net/31275076_1531473694539877_r.jpeg,nature tree race community ultramarathon plant grass vehicle duathlon adventure racing,nature tree race community ultramarathon plant grass vehicle duathlon adventure racing,0.105769231,0.009615385,0.009615385,0.875,381,464,17,Raised by 17 people in 4 months,0,,13-Jul-18,5-Dec-18,144,24,0
